genome,completeness,contamination,length,N50
14_0903_16_40cm_Alphaproteobacteria_5839_62_9.fasta,15.52,0.0,,
14_0903_16_40cm_Bacteria_5869_70_10.fasta,15.44,0.0,,
14_0903_16_40cm_Bacteria_5864_65_12.fasta,14.99,1.72,,
14_0903_16_40cm_Euryarchaeota_5853_64_10.fasta,14.95,0.0,,
14_0903_16_40cm_Rhizobiales_5796_59_8.fasta,14.91,0.2,,
14_0903_16_40cm_Euryarchaeota_5845_63_9.fasta,14.02,1.87,,
14_0903_16_40cm_Euryarchaeota_5844_65_10.fasta,13.52,0.0,,
14_0903_16_40cm_Bacteria_5834_57_6.fasta,13.07,0.0,,
14_0903_16_40cm_Bacteria_5850_55_7.fasta,12.85,0.0,,
14_0903_16_40cm_Bacteria_5858_58_7.fasta,12.7,0.0,,
14_0903_16_40cm_Bacteria_5854_55_7.fasta,12.25,0.0,,
14_0903_16_40cm_Bacteria_5831_65_8.fasta,11.86,0.0,,
14_0903_16_40cm_Euryarchaeota_5876_64_18.fasta,10.98,0.0,,
14_0903_16_40cm_Bacteria_5870_72_13.fasta,10.29,0.0,,
14_0903_16_40cm_Bacteria_5857_54_7.fasta,9.48,1.72,,
14_0903_16_40cm_Bacteria_5832_58_8.fasta,9.17,0.0,,
14_0903_16_40cm_Bacteria_5841_68_6.fasta,8.62,0.0,,
14_0903_16_40cm_Bacteria_5875_55_10.fasta,8.2,0.86,,
14_0903_16_40cm_unknown_5874_56_13.fasta,6.8,3.88,,
14_0903_16_40cm_Gemmatimonadetes_5856_69_7.fasta,6.69,0.0,,
14_0903_16_40cm_Euryarchaeota_5877_61_14.fasta,6.54,0.0,,
14_0903_16_40cm_Euryarchaeota_5846_63_24.fasta,6.54,0.0,,
14_0903_16_40cm_Bacteria_5819_56_12.fasta,6.39,0.0,,
14_0903_16_40cm_Bacteria_5847_67_8.fasta,6.08,1.1,,
14_0903_16_40cm_unknown_5861_55_8.fasta,5.83,0.0,,
14_0903_16_40cm_Nitrospirae_5836_58_6.fasta,5.82,0.0,,
14_0903_16_40cm_Proteobacteria_5873_55_18.fasta,5.26,0.0,,
14_0903_16_40cm_Bacteria_5879_68_5.fasta,4.6,0.0,,
14_0903_16_40cm_Euryarchaeota_5878_65_7.fasta,4.36,0.0,,
14_0903_16_40cm_Bacteria_5865_67_8.fasta,4.17,0.0,,
14_0903_16_40cm_Bacteria_5866_70_14.fasta,0.78,0.0,,
14_0919_02_20cm_Betaproteobacteria_5881_65_14.fasta,97.8,5.59,4045961.0,64990.0
14_0919_02_20cm_Deltaproteobacteria_5887_55_8.fasta,96.59,3.06,6310401.0,17558.0
14_0919_02_20cm_Bacteria_5894_67_12.fasta,95.95,3.47,2992278.0,30682.0
14_0919_02_20cm_Bacteria_5896_66_7.fasta,95.62,3.15,2982332.0,17834.0
14_0919_02_20cm_Betaproteobacteria_5885_66_20.fasta,95.27,2.37,3323258.0,30936.0
14_0919_02_20cm_Acidobacteria_5880_57_14.fasta,94.87,3.38,5436680.0,37835.0
14_0919_02_20cm_Gemmatimonadetes_5920_61_8.fasta,94.51,3.59,3253071.0,15864.0
14_0919_02_20cm_Deltaproteobacteria_5908_68_8.fasta,94.44,4.79,4962674.0,65993.0
14_0919_02_20cm_Bacteria_5882_66_10.fasta,94.44,1.03,2723516.0,42333.0
14_0919_02_20cm_Proteobacteria_5895_67_15.fasta,94.25,5.73,4019402.0,17651.0
14_0919_02_20cm_Gemmatimonadetes_5934_69_12.fasta,93.66,9.49,3629806.0,10226.0
14_0919_02_20cm_Gemmatimonadetes_10567_69_17.fasta,93.41,3.3,3535971.0,68964.0
14_0919_02_20cm_Proteobacteria_5884_68_20.fasta,92.24,3.87,3526940.0,18342.0
14_0919_02_20cm_Gemmatimonadetes_5899_69_11.fasta,91.98,6.09,3662877.0,9536.0
14_0919_02_20cm_Bacteria_5886_66_8.fasta,91.84,7.14,4732642.0,17480.0
14_0919_02_20cm_Euryarchaeota_5903_64_14.fasta,91.76,3.6,2055999.0,23004.0
14_0919_02_20cm_Gemmatimonadetes_5891_69_8.fasta,91.71,3.09,3330197.0,19712.0
14_0919_02_20cm_Bacteria_5930_55_12.fasta,91.62,2.01,2544876.0,8729.0
14_0919_02_20cm_Bacteria_5916_57_9.fasta,91.45,10.27,6428288.0,17218.0
14_0919_02_20cm_Archaea_5914_52_10.fasta,91.26,5.5,1807650.0,35441.0
14_0919_02_20cm_Bacteria_5883_71_7.fasta,90.3,6.45,4554590.0,12452.0
14_0919_02_20cm_Bacteria_5889_55_9.fasta,90.24,2.36,2662209.0,10980.0
14_0919_02_20cm_Bacteria_5890_69_7.fasta,90.15,0.99,2580185.0,17298.0
14_0919_02_20cm_Gemmatimonadetes_5907_68_6.fasta,89.68,2.38,3234048.0,15384.0
14_0919_02_20cm_Actinobacteria_5911_69_10.fasta,89.44,4.61,2570735.0,9377.0
14_0919_02_20cm_Bacteria_5926_54_20.fasta,89.41,8.44,2956710.0,18090.0
14_0919_02_20cm_Acidobacteria_5905_58_8.fasta,88.34,4.02,4684719.0,5974.0
14_0919_02_20cm_Gemmatimonadetes_5900_68_10.fasta,86.58,2.2,3443432.0,14258.0
14_0919_02_20cm_Rokubacteria_5901_70_8.fasta,86.16,2.74,3831121.0,15131.0
14_0919_02_20cm_Bacteria_5910_55_7.fasta,85.34,6.42,2522480.0,10063.0
14_0919_02_20cm_Rokubacteria_5893_69_7.fasta,85.07,2.84,4905661.0,24227.0
14_0919_02_20cm_Alphaproteobacteria_5897_63_7.fasta,84.09,3.06,4195107.0,8148.0
14_0919_02_20cm_Gemmatimonadetes_5909_69_10.fasta,82.87,3.3,3325794.0,8253.0
14_0919_02_20cm_Rokubacteria_5932_71_8.fasta,82.15,11.42,3716647.0,6181.0
14_0919_02_20cm_Acidobacteria_5906_57_7.fasta,81.96,0.85,4533418.0,9246.0
14_0919_02_20cm_Bacteria_5904_68_7.fasta,81.9,3.56,5511398.0,15344.0
14_0919_02_20cm_Rokubacteria_5917_70_9.fasta,81.88,3.86,4242245.0,37876.0
14_0919_02_20cm_Euryarchaeota_5922_65_14.fasta,81.81,3.24,2012588.0,9898.0
14_0919_02_20cm_Gemmatimonadetes_5949_69_14.fasta,80.75,4.25,2775984.0,7044.0
14_0919_02_20cm_Acidobacteria_5898_55_5.fasta,79.61,0.0,3980166.0,8215.0
14_0919_02_20cm_Bacteria_5957_55_15.fasta,78.92,18.22,2744070.0,4302.0
14_0919_02_20cm_Bacteria_5913_67_7.fasta,76.53,1.85,2250179.0,8311.0
14_0919_02_20cm_Bacteria_5931_55_10.fasta,75.36,14.02,2937028.0,5566.0
14_0919_02_20cm_Bacteria_5961_55_15.fasta,73.24,8.24,,
14_0919_02_20cm_Bacteria_5943_55_9.fasta,72.69,6.5,,
14_0919_02_20cm_Bradyrhizobium_5938_62_9.fasta,71.96,5.97,,
14_0919_02_20cm_Bacteria_5955_72_10.fasta,67.91,3.58,,
14_0919_02_20cm_Alphaproteobacteria_5915_65_16.fasta,66.33,1.18,,
14_0919_02_20cm_Rokubacteria_5928_71_8.fasta,66.29,5.88,,
14_0919_02_20cm_Actinobacteria_5923_69_7.fasta,63.86,3.59,,
14_0919_02_20cm_Verrucomicrobia_5892_55_8.fasta,63.13,1.35,,
14_0919_02_20cm_Betaproteobacteria_5947_64_6.fasta,63.09,9.72,,
14_0919_02_20cm_Acidobacteria_5935_56_20.fasta,60.69,4.58,,
14_0919_02_20cm_Euryarchaeota_5912_65_10.fasta,60.59,3.2,,
14_0919_02_20cm_Alphaproteobacteria_5902_65_7.fasta,59.56,0.8,,
14_0919_02_20cm_Bacteria_5940_55_6.fasta,58.24,0.68,,
14_0919_02_20cm_Archaea_5927_53_6.fasta,57.77,1.53,,
14_0919_02_20cm_Bacteria_5960_55_14.fasta,57.56,2.92,,
14_0919_02_20cm_Bacteria_5939_66_5.fasta,55.83,2.78,,
14_0919_02_20cm_Bacteria_5959_67_5.fasta,55.71,0.0,,
14_0919_02_20cm_Actinobacteria_5978_71_6.fasta,54.89,8.76,,
14_0919_02_20cm_Bacteria_5937_56_7.fasta,54.37,6.41,,
14_0919_02_20cm_Bacteria_5951_70_5.fasta,53.65,1.29,,
14_0919_02_20cm_Bacteria_5970_55_10.fasta,52.43,7.7,,
14_0919_02_20cm_Bacteria_6017_57_5.fasta,51.67,12.0,,
14_0919_02_20cm_Ktedonobacter_racemifer_5924_52_7.fasta,51.36,1.98,,
14_0919_02_20cm_Verrucomicrobia_5936_54_7.fasta,50.63,0.26,,
14_0919_02_20cm_RIF_CHLX_5954_69_5.fasta,47.87,0.92,,
14_0919_02_20cm_Actinobacteria_5950_70_5.fasta,47.08,0.85,,
14_0919_02_20cm_Acidobacteria_5921_57_5.fasta,46.91,0.05,,
14_0919_02_20cm_Bacteria_5971_55_10.fasta,45.64,11.82,,
14_0919_02_20cm_Verrucomicrobia_5946_54_8.fasta,45.29,1.76,,
14_0919_02_20cm_Bacteria_5925_66_6.fasta,44.86,1.8,,
14_0919_02_20cm_Acidobacteria_5919_55_5.fasta,43.58,0.85,,
14_0919_02_20cm_Bacteria_5929_58_6.fasta,43.16,0.71,,
14_0919_02_20cm_Actinobacteria_5984_69_5.fasta,42.9,5.78,,
14_0919_02_20cm_Bacteria_5963_55_4.fasta,42.05,8.32,,
14_0919_02_20cm_Bacteria_6006_69_6.fasta,41.32,10.97,,
14_0919_02_20cm_Bacteria_5918_69_6.fasta,41.26,0.0,,
14_0919_02_20cm_Bacteria_5953_70_7.fasta,40.89,9.71,,
14_0919_02_20cm_Bacteria_5945_55_7.fasta,40.84,4.27,,
14_0919_02_20cm_Bradyrhizobium_5966_61_7.fasta,40.26,2.09,,
14_0919_02_20cm_Bacteria_5944_55_6.fasta,38.59,0.34,,
14_0919_02_20cm_Gemmatimonadetes_5941_64_5.fasta,37.52,7.69,,
14_0919_02_20cm_Bacteria_5995_59_5.fasta,36.6,9.5,,
14_0919_02_20cm_Bacteria_5981_55_7.fasta,36.54,0.0,,
14_0919_02_20cm_Bacteria_6016_55_8.fasta,35.77,1.69,,
14_0919_02_20cm_Verrucomicrobia_5968_55_6.fasta,35.66,3.04,,
14_0919_02_20cm_Bacteria_5964_55_8.fasta,35.29,3.1,,
14_0919_02_20cm_Acidobacteria_5962_66_5.fasta,34.29,1.54,,
14_0919_02_20cm_Gemmatimonadetes_5980_66_5.fasta,33.67,1.1,,
14_0919_02_20cm_Bacteria_6008_58_6.fasta,33.62,6.03,,
14_0919_02_20cm_Bradyrhizobium_5942_63_7.fasta,33.44,1.53,,
14_0919_02_20cm_Bacteria_5952_57_5.fasta,33.37,0.0,,
14_0919_02_20cm_Actinobacteria_5972_70_6.fasta,31.82,3.45,,
14_0919_02_20cm_Gemmatimonadetes_5956_69_5.fasta,30.16,1.1,,
14_0919_02_20cm_Bacteria_5994_70_5.fasta,29.94,0.0,,
14_0919_02_20cm_Bacteria_5992_54_7.fasta,29.92,0.0,,
14_0919_02_20cm_Actinobacteria_5967_71_8.fasta,29.42,0.62,,
14_0919_02_20cm_Proteobacteria_5965_66_7.fasta,27.76,4.48,,
14_0919_02_20cm_Bacteria_5986_69_7.fasta,26.89,3.42,,
14_0919_02_20cm_Actinobacteria_5933_70_7.fasta,26.03,1.71,,
14_0919_02_20cm_Actinobacteria_5985_70_6.fasta,25.26,2.33,,
14_0919_02_20cm_Bacteria_5976_65_7.fasta,24.76,0.0,,
14_0919_02_20cm_Bacteria_5977_55_9.fasta,23.22,0.0,,
14_0919_02_20cm_Alphaproteobacteria_5979_64_6.fasta,22.78,2.22,,
14_0919_02_20cm_Euryarchaeota_6004_65_8.fasta,22.12,0.47,,
14_0919_02_20cm_Alphaproteobacteria_5974_64_5.fasta,21.32,0.0,,
14_0919_02_20cm_Bacteria_6002_68_5.fasta,20.3,1.72,,
14_0919_02_20cm_Rhizobiales_5993_62_6.fasta,19.97,3.76,,
14_0919_02_20cm_Bacteria_6007_56_7.fasta,19.75,0.0,,
14_0919_02_20cm_Bacteria_5987_68_5.fasta,19.75,0.0,,
14_0919_02_20cm_Ktedonobacter_racemifer_5948_55_5.fasta,18.56,0.0,,
14_0919_02_20cm_Bacteria_5997_54_7.fasta,16.83,0.0,,
14_0919_02_20cm_Bacteria_6015_53_7.fasta,15.34,3.45,,
14_0919_02_20cm_Actinobacteria_5969_70_5.fasta,14.36,1.72,,
14_0919_02_20cm_Bacteria_6000_69_5.fasta,14.28,1.1,,
14_0919_02_20cm_Proteobacteria_5989_64_13.fasta,13.79,0.0,,
14_0919_02_20cm_Alphaproteobacteria_5975_64_4.fasta,13.31,1.7,,
14_0919_02_20cm_Bacteria_6010_55_6.fasta,12.76,0.0,,
14_0919_02_20cm_Actinobacteria_5999_70_7.fasta,11.52,0.0,,
14_0919_02_20cm_Bacteria_6018_57_7.fasta,11.38,0.86,,
14_0919_02_20cm_Alphaproteobacteria_6009_57_8.fasta,10.44,0.76,,
14_0919_02_20cm_Bacteria_6014_66_8.fasta,9.72,1.1,,
14_0919_02_20cm_Bacteria_6003_55_16.fasta,9.43,0.0,,
14_0919_02_20cm_Bacteria_5996_69_8.fasta,9.4,0.0,,
14_0919_02_20cm_Bacteria_6011_68_8.fasta,9.25,0.0,,
14_0919_02_20cm_Actinobacteria_5983_69_8.fasta,9.0,0.0,,
14_0919_02_20cm_Bacteria_6001_56_13.fasta,8.97,1.72,,
14_0919_02_20cm_Bacteria_5991_55_5.fasta,8.93,0.0,,
14_0919_02_20cm_Bacteria_5982_55_10.fasta,8.75,0.11,,
14_0919_02_20cm_Bacteria_5958_70_10.fasta,7.69,0.0,,
14_0919_02_20cm_Ktedonobacter_racemifer_5998_52_5.fasta,6.06,0.0,,
14_0919_02_20cm_Bacteria_6012_70_7.fasta,6.06,0.0,,
14_0919_02_20cm_Bacteria_5973_54_12.fasta,5.04,0.68,,
14_0919_02_20cm_unknown_6013_66_15.fasta,5.0,0.0,,
14_0919_02_20cm_unknown_6019_55_8.fasta,4.98,0.0,,
14_0919_02_20cm_Bacteria_6005_54_8.fasta,4.55,0.0,,
14_0919_02_20cm_Proteobacteria_5990_62_7.fasta,4.39,0.0,,
14_0919_02_20cm_Bacteria_5988_64_7.fasta,4.04,0.0,,
14_0919_05_20cm_Deltaproteobacteria_1515_68_9.fasta,98.0,2.37,4826291.0,41954.0
14_0919_05_20cm_Bacteria_1539_69_7.fasta,97.7,4.85,4318979.0,46522.0
14_0919_05_20cm_Gemmatimonadetes_1525_68_8.fasta,95.48,4.78,3390225.0,26608.0
14_0919_05_20cm_Actinobacteria_1528_70_7.fasta,94.02,3.47,3778816.0,31102.0
14_0919_05_20cm_Bacteria_1524_58_8.fasta,93.45,1.99,6409070.0,45383.0
14_0919_05_20cm_Acidobacteria_1511_55_6.fasta,93.36,3.51,5174142.0,28178.0
14_0919_05_20cm_Gemmatimonadetes_1530_69_13.fasta,92.31,9.34,3950533.0,16604.0
14_0919_05_20cm_Bacteria_1523_66_7.fasta,92.13,5.66,2656608.0,18100.0
14_0919_05_20cm_Euryarchaeota_1559_65_10.fasta,91.76,7.6,2026366.0,15813.0
14_0919_05_20cm_Bacteria_1531_71_7.fasta,91.68,4.06,5038716.0,24444.0
14_0919_05_20cm_Actinobacteria_1529_69_12.fasta,91.35,6.39,2849032.0,10395.0
14_0919_05_20cm_Betaproteobacteria_1507_65_7.fasta,91.12,2.29,3412602.0,32928.0
14_0919_05_20cm_Bradyrhizobium_1510_62_8.fasta,91.09,8.62,6574958.0,9147.0
14_0919_05_20cm_Bradyrhizobium_1513_60_8.fasta,89.23,4.38,5136899.0,14325.0
14_0919_05_20cm_Gemmatimonadetes_1517_69_12.fasta,88.61,3.3,3317355.0,19392.0
14_0919_05_20cm_Acidobacteria_1516_65_6.fasta,87.96,5.22,6217037.0,21353.0
14_0919_05_20cm_Euryarchaeota_1526_64_6.fasta,87.6,4.0,2025593.0,15330.0
14_0919_05_20cm_Bacteria_1527_55_7.fasta,86.76,7.51,2642060.0,9311.0
14_0919_05_20cm_Acidobacteriales_1520_55_7.fasta,85.84,2.53,3634783.0,7393.0
14_0919_05_20cm_Acidobacteria_1509_57_6.fasta,85.19,2.64,4955066.0,13454.0
14_0919_05_20cm_Actinobacteria_1508_70_9.fasta,84.24,2.01,2486851.0,27402.0
14_0919_05_20cm_Bacteria_1514_65_6.fasta,83.34,0.93,2554377.0,13781.0
14_0919_05_20cm_Gemmatimonadetes_1565_69_9.fasta,81.93,3.85,3482613.0,16305.0
14_0919_05_20cm_Deltaproteobacteria_1521_55_5.fasta,81.53,1.29,4533088.0,6980.0
14_0919_05_20cm_Bacteria_10578_67_6.fasta,81.19,4.95,2263473.0,9074.0
14_0919_05_20cm_Archaea_1583_53_7.fasta,80.22,3.74,1830861.0,8565.0
14_0919_05_20cm_Proteobacteria_1537_69_18.fasta,79.28,5.37,2718381.0,9863.0
14_0919_05_20cm_Bacteria_1558_55_10.fasta,78.6,8.88,2746478.0,5701.0
14_0919_05_20cm_Ktedonobacter_racemifer_1536_54_6.fasta,77.08,5.45,4139388.0,7888.0
14_0919_05_20cm_Bacteria_1592_66_6.fasta,75.74,19.57,2627914.0,3748.0
14_0919_05_20cm_Gemmatimonadetes_1541_69_6.fasta,75.19,8.79,3225753.0,14845.0
14_0919_05_20cm_Gemmatimonadetes_1556_69_10.fasta,74.32,5.59,,
14_0919_05_20cm_Ktedonobacter_racemifer_1553_52_7.fasta,71.45,5.94,,
14_0919_05_20cm_Rokubacteria_10594_70_6.fasta,70.44,3.53,,
14_0919_05_20cm_Bacteria_1512_69_5.fasta,69.89,0.0,,
14_0919_05_20cm_Ktedonobacter_racemifer_1540_52_7.fasta,69.13,5.06,,
14_0919_05_20cm_Acidobacteria_1533_57_6.fasta,68.92,0.76,,
14_0919_05_20cm_Alphaproteobacteria_1518_64_6.fasta,66.17,2.13,,
14_0919_05_20cm_Gemmatimonadetes_1551_69_8.fasta,66.13,8.79,,
14_0919_05_20cm_Bacteria_1550_72_7.fasta,65.43,13.59,,
14_0919_05_20cm_Bacteria_1543_69_5.fasta,64.52,0.85,,
14_0919_05_20cm_unknown_1535_53_6.fasta,63.19,0.93,,
14_0919_05_20cm_Alphaproteobacteria_1519_65_14.fasta,63.13,3.77,,
14_0919_05_20cm_Actinobacteria_1603_71_5.fasta,62.85,4.77,,
14_0919_05_20cm_Bacteria_1597_54_13.fasta,61.6,7.88,,
14_0919_05_20cm_Proteobacteria_1569_68_9.fasta,61.09,5.76,,
14_0919_05_20cm_Bacteria_1561_55_10.fasta,60.92,11.52,,
14_0919_05_20cm_Alphaproteobacteria_1552_63_7.fasta,60.84,2.0,,
14_0919_05_20cm_Proteobacteria_1560_68_5.fasta,60.42,1.76,,
14_0919_05_20cm_Conexibacter_woesei_1522_73_6.fasta,60.18,1.08,,
14_0919_05_20cm_Bacteria_1575_55_7.fasta,59.69,5.74,,
14_0919_05_20cm_Bacteria_1545_57_4.fasta,58.89,2.14,,
14_0919_05_20cm_Actinobacteria_1546_66_5.fasta,57.67,0.0,,
14_0919_05_20cm_Betaproteobacteria_1554_66_5.fasta,56.6,2.1,,
14_0919_05_20cm_Actinobacteria_1555_70_6.fasta,56.36,4.52,,
14_0919_05_20cm_Bacteria_1578_55_6.fasta,56.28,1.07,,
14_0919_05_20cm_Bacteria_1610_55_6.fasta,56.08,15.64,,
14_0919_05_20cm_Acidobacteria_1538_56_10.fasta,55.99,5.22,,
14_0919_05_20cm_Alphaproteobacteria_1585_65_7.fasta,55.63,7.39,,
14_0919_05_20cm_Acidobacteria_1579_55_7.fasta,53.97,4.27,,
14_0919_05_20cm_Bacteria_10583_71_5.fasta,53.75,2.1,,
14_0919_05_20cm_Actinobacteria_1562_70_6.fasta,52.76,0.43,,
14_0919_05_20cm_Rokubacteria_1567_69_5.fasta,52.33,2.13,,
14_0919_05_20cm_Bacteria_1593_57_6.fasta,52.15,5.69,,
14_0919_05_20cm_Verrucomicrobia_1532_56_10.fasta,52.12,2.39,,
14_0919_05_20cm_Actinobacteria_1572_69_7.fasta,52.01,2.76,,
14_0919_05_20cm_Archaea_1548_51_6.fasta,50.52,0.97,,
14_0919_05_20cm_Actinobacteria_1542_71_7.fasta,45.96,3.87,,
14_0919_05_20cm_Solirubrobacterales_1573_70_6.fasta,45.87,2.14,,
14_0919_05_20cm_Proteobacteria_1584_68_5.fasta,45.81,1.94,,
14_0919_05_20cm_Amycolatopsis_1599_68_4.fasta,45.36,0.49,,
14_0919_05_20cm_Bacteria_1598_55_10.fasta,44.38,2.67,,
14_0919_05_20cm_Bacteria_1549_54_5.fasta,44.27,1.35,,
14_0919_05_20cm_Acidobacteria_1587_55_6.fasta,42.63,1.85,,
14_0919_05_20cm_Bacteria_1574_66_5.fasta,41.87,0.86,,
14_0919_05_20cm_Actinobacteria_1582_69_5.fasta,41.4,0.86,,
14_0919_05_20cm_Bacteria_1591_57_5.fasta,40.71,2.35,,
14_0919_05_20cm_Alphaproteobacteria_1640_63_4.fasta,40.24,4.86,,
14_0919_05_20cm_Betaproteobacteria_1568_62_4.fasta,39.93,1.62,,
14_0919_05_20cm_Bacteria_1589_66_6.fasta,39.9,3.61,,
14_0919_05_20cm_Alphaproteobacteria_1633_61_4.fasta,39.39,1.87,,
14_0919_05_20cm_Acidobacteria_1629_57_5.fasta,38.77,2.53,,
14_0919_05_20cm_Acidobacteria_1570_54_6.fasta,37.15,0.0,,
14_0919_05_20cm_Bacteria_1566_54_15.fasta,36.91,1.35,,
14_0919_05_20cm_Bacteria_1594_65_6.fasta,36.36,0.0,,
14_0919_05_20cm_Alphaproteobacteria_1595_63_5.fasta,36.36,6.58,,
14_0919_05_20cm_Acidobacteria_1619_63_7.fasta,36.24,2.56,,
14_0919_05_20cm_Acidobacteria_1600_54_5.fasta,36.22,0.43,,
14_0919_05_20cm_Rokubacteria_1586_70_6.fasta,35.09,1.08,,
14_0919_05_20cm_Actinobacteria_1557_67_4.fasta,35.01,0.85,,
14_0919_05_20cm_Bradyrhizobium_1563_62_5.fasta,34.36,3.72,,
14_0919_05_20cm_Bacteria_1607_67_6.fasta,32.22,7.62,,
14_0919_05_20cm_Bacteria_1576_54_6.fasta,31.43,3.38,,
14_0919_05_20cm_Gemmatimonadetes_1580_61_5.fasta,31.28,0.55,,
14_0919_05_20cm_Actinobacteria_1601_67_5.fasta,31.18,2.14,,
14_0919_05_20cm_Bacteria_1632_54_4.fasta,29.94,8.62,,
14_0919_05_20cm_Solirubrobacterales_1602_71_6.fasta,28.83,0.83,,
14_0919_05_20cm_Bacteria_1581_64_4.fasta,28.6,0.0,,
14_0919_05_20cm_Bacteria_1577_55_9.fasta,27.77,0.03,,
14_0919_05_20cm_Actinobacteria_1604_70_5.fasta,27.19,0.0,,
14_0919_05_20cm_Bacteria_1635_66_4.fasta,26.92,3.43,,
14_0919_05_20cm_Bacteria_1609_54_5.fasta,26.07,2.25,,
14_0919_05_20cm_Actinobacteria_1564_69_4.fasta,25.93,0.85,,
14_0919_05_20cm_Bacteria_1643_66_5.fasta,25.58,0.0,,
14_0919_05_20cm_Micromonosporales_1605_71_5.fasta,25.39,0.0,,
14_0919_05_20cm_Bacteria_1626_70_6.fasta,25.14,3.45,,
14_0919_05_20cm_Bacteria_1630_55_9.fasta,23.94,0.0,,
14_0919_05_20cm_Actinobacteria_1621_68_5.fasta,23.13,2.14,,
14_0919_05_20cm_Bacteria_1617_55_7.fasta,22.65,4.05,,
14_0919_05_20cm_Proteobacteria_1620_67_12.fasta,22.41,0.0,,
14_0919_05_20cm_Actinobacteria_1645_67_9.fasta,20.87,4.36,,
14_0919_05_20cm_Gemmatimonadetes_1628_61_5.fasta,20.78,0.31,,
14_0919_05_20cm_Bacteria_1622_62_5.fasta,19.75,0.86,,
14_0919_05_20cm_Bacteria_1608_55_5.fasta,19.47,0.0,,
14_0919_05_20cm_Alphaproteobacteria_1641_65_7.fasta,18.53,0.54,,
14_0919_05_20cm_Bacteria_1644_54_5.fasta,18.5,3.06,,
14_0919_05_20cm_Bacteria_1588_55_5.fasta,17.81,2.16,,
14_0919_05_20cm_Actinobacteria_1636_70_7.fasta,17.24,0.0,,
14_0919_05_20cm_Acidobacteria_1612_56_10.fasta,16.39,0.0,,
14_0919_05_20cm_Bacteria_1606_71_6.fasta,13.56,0.0,,
14_0919_05_20cm_Euryarchaeota_1590_64_5.fasta,13.08,0.0,,
14_0919_05_20cm_Bacteria_1615_68_9.fasta,12.51,0.0,,
14_0919_05_20cm_unknown_1646_52_5.fasta,11.77,0.0,,
14_0919_05_20cm_Alphaproteobacteria_1634_65_11.fasta,11.55,0.0,,
14_0919_05_20cm_Bacteria_1611_68_7.fasta,11.32,0.0,,
14_0919_05_20cm_unknown_1638_54_6.fasta,11.14,0.0,,
14_0919_05_20cm_Bacteria_1624_68_6.fasta,10.34,0.0,,
14_0919_05_20cm_Actinobacteria_1625_68_8.fasta,10.34,0.0,,
14_0919_05_20cm_Bacteria_1637_56_5.fasta,9.55,0.0,,
14_0919_05_20cm_Chloroflexi_1613_55_6.fasta,9.49,0.0,,
14_0919_05_20cm_Bacteria_1627_55_9.fasta,9.12,0.18,,
14_0919_05_20cm_Bradyrhizobium_1596_61_8.fasta,8.92,0.12,,
14_0919_05_20cm_Bacteria_1571_54_6.fasta,8.88,0.0,,
14_0919_05_20cm_Bacteria_1642_57_4.fasta,7.59,0.69,,
14_0919_05_20cm_Proteobacteria_1614_63_8.fasta,6.24,0.0,,
14_0919_05_20cm_Bacteria_1618_64_16.fasta,4.52,0.0,,
14_0919_05_20cm_Bacteria_1616_55_7.fasta,4.28,0.0,,
14_0919_05_20cm_Rhizobiales_1631_63_10.fasta,2.09,0.56,,
14_0919_05_20cm_Bacteria_1623_69_7.fasta,1.57,0.0,,
14_0919_05_20cm_Bacteria_1639_62_7.fasta,0.78,0.0,,
14_0919_09_20cm_Bacteria_1666_55_8.fasta,97.69,7.8,3308243.0,17363.0
14_0919_09_20cm_Bradyrhizobium_1652_62_11.fasta,97.67,2.16,6750997.0,42709.0
14_0919_09_20cm_Acidobacteria_1647_57_9.fasta,95.73,2.56,6362349.0,67690.0
14_0919_09_20cm_Gemmatimonadetes_1659_69_17.fasta,93.41,7.76,3650912.0,42624.0
14_0919_09_20cm_Ktedonobacter_racemifer_1663_54_8.fasta,90.43,6.93,5075155.0,10840.0
14_0919_09_20cm_Bacteria_1653_55_12.fasta,90.2,3.04,3080349.0,17291.0
14_0919_09_20cm_Bacteria_1649_65_7.fasta,90.19,0.93,3060363.0,37081.0
14_0919_09_20cm_Bacteria_1670_60_14.fasta,89.67,6.94,5286810.0,65613.0
14_0919_09_20cm_Actinobacteria_1709_68_9.fasta,87.33,4.95,2609227.0,32242.0
14_0919_09_20cm_Bacteria_1651_70_6.fasta,87.29,0.93,2876035.0,13408.0
14_0919_09_20cm_Actinobacteria_1656_69_7.fasta,86.58,3.1,2923794.0,21979.0
14_0919_09_20cm_Sphingomonadales_1655_67_6.fasta,86.52,2.26,3322079.0,15236.0
14_0919_09_20cm_Proteobacteria_1650_69_12.fasta,85.85,4.48,2873476.0,16195.0
14_0919_09_20cm_Bradyrhizobium_1648_60_8.fasta,84.85,3.24,4690785.0,8432.0
14_0919_09_20cm_Bacteria_1714_55_9.fasta,83.87,3.28,2526714.0,21975.0
14_0919_09_20cm_Bacteria_1671_55_7.fasta,82.19,18.18,2502944.0,6545.0
14_0919_09_20cm_Acidobacteria_1667_64_9.fasta,75.0,13.85,3944371.0,4586.0
14_0919_09_20cm_Betaproteobacteria_1688_67_9.fasta,73.85,8.9,,
14_0919_09_20cm_Bacteria_1660_55_7.fasta,73.26,3.84,,
14_0919_09_20cm_Bacteria_1697_55_7.fasta,73.14,2.62,,
